chr,strand,coordinate,region,region_start,region_end,gene
Chr8,-,14981463,3UTR,14981101,14981767,LOC_Os08g24760
Chr8,-,14991451,intron,14991365,14991452,LOC_Os08g24760
Chr8,+,15005240,intron,15004738,15005375,LOC_Os08g24770
Chr8,+,15006646,3UTR,15006464,15007131,LOC_Os08g24770
Chr8,+,15006832,3UTR,15006464,15007131,LOC_Os08g24770
Chr8,+,15009720,3UTR,15009460,15010054,LOC_Os08g24790
Chr8,+,15009774,3UTR,15009460,15010054,LOC_Os08g24790
Chr8,+,15109398,3UTR,15109103,15109698,LOC_Os08g24930
Chr8,+,15117496,intron,15117049,15118608,LOC_Os08g24946
Chr8,+,15120384,CDS,15120029,15120478,LOC_Os08g24946
Chr8,+,15120554,intron,15120479,15122121,LOC_Os08g24946
Chr8,+,15120752,intron,15120479,15122121,LOC_Os08g24946
Chr8,+,15120848,intron,15120479,15122121,LOC_Os08g24946
Chr8,+,15120903,intron,15120479,15122121,LOC_Os08g24946
Chr8,+,15121219,intron,15120479,15122121,LOC_Os08g24946
Chr8,+,15130490,3UTR,15130252,15130899,LOC_Os08g24946
Chr8,-,15163317,3UTR,15162969,15163978,LOC_Os08g25010
Chr8,-,15163497,3UTR,15162969,15163978,LOC_Os08g25010
Chr8,-,15163536,3UTR,15162969,15163978,LOC_Os08g25010
Chr8,-,15163644,3UTR,15162969,15163978,LOC_Os08g25010
Chr8,-,15163975,3UTR,15162969,15163978,LOC_Os08g25010
Chr8,+,15198392,3UTR,15198350,15198997,LOC_Os08g25030
Chr8,+,15198450,3UTR,15198350,15198997,LOC_Os08g25030
Chr8,-,15199775,3UTR,15199429,15200232,LOC_Os08g25050
Chr8,-,15199920,3UTR,15199429,15200232,LOC_Os08g25050
Chr8,-,15203203,3UTR,15202890,15203505,LOC_Os08g25060
Chr8,-,15203247,3UTR,15202890,15203505,LOC_Os08g25060
Chr8,-,15203352,3UTR,15202890,15203505,LOC_Os08g25060
Chr8,-,15215716,3UTR,15215434,15215802,LOC_Os08g25070
Chr8,+,15230792,3UTR,15230610,15231095,LOC_Os08g25080
Chr8,+,15231070,3UTR,15230610,15231095,LOC_Os08g25080
Chr8,-,15233080,3UTR,15232550,15233303,LOC_Os08g25090
Chr8,-,15235819,intron,15235366,15236106,LOC_Os08g25090
Chr8,-,15256030,3UTR,15255728,15256602,LOC_Os08g25130
Chr8,-,15256161,3UTR,15255728,15256602,LOC_Os08g25130
Chr8,+,15277691,3UTR,15277571,15278110,LOC_Os08g25140
Chr8,+,15356874,3UTR,15356847,15357594,LOC_Os08g25280
Chr8,+,15357204,3UTR,15356847,15357594,LOC_Os08g25280
Chr8,+,15398469,3UTR,15398004,15398952,LOC_Os08g25310
Chr8,+,15398646,3UTR,15398004,15398952,LOC_Os08g25310
Chr8,+,15398742,3UTR,15398004,15398952,LOC_Os08g25310
Chr8,+,15398805,3UTR,15398004,15398952,LOC_Os08g25310
Chr8,-,15431343,3UTR,15430994,15431638,LOC_Os08g25380
Chr8,-,15431387,3UTR,15430994,15431638,LOC_Os08g25380
Chr8,-,15439432,3UTR,15438556,15439665,LOC_Os08g25390
Chr8,+,15483040,3UTR,15482784,15483369,LOC_Os08g25430
Chr8,+,15483072,3UTR,15482784,15483369,LOC_Os08g25430
Chr8,+,15499792,CDS,15499743,15499929,LOC_Os08g25460
Chr8,+,15501312,CDS,15501251,15501345,LOC_Os08g25460
Chr8,+,15501844,3UTR,15501346,15502150,LOC_Os08g25460
Chr8,+,15503610,3UTR,15503522,15504169,LOC_Os08g25470
Chr8,+,15504002,3UTR,15503522,15504169,LOC_Os08g25470
Chr8,+,15559146,3UTR,15558738,15559452,LOC_Os08g25570
Chr8,+,15574550,3UTR,15574152,15574850,LOC_Os08g25590
Chr8,+,15599040,3UTR,15598859,15599418,LOC_Os08g25624
Chr8,-,15629808,3UTR,15629395,15630118,LOC_Os08g25690
Chr8,+,15641855,3UTR,15641400,15642300,LOC_Os08g25700
Chr8,-,15642082,3UTR,15641775,15642406,LOC_Os08g25710
Chr8,+,15663868,3UTR,15663529,15664190,LOC_Os08g25720
Chr8,-,15666200,3UTR,15665901,15666585,LOC_Os08g25734
Chr8,-,15666335,3UTR,15665901,15666585,LOC_Os08g25734
Chr8,-,15671084,intron,15670068,15672335,LOC_Os08g25734
Chr8,-,15672036,intron,15670068,15672335,LOC_Os08g25734
Chr8,-,15672307,intron,15670068,15672335,LOC_Os08g25734
Chr8,-,15672458,CDS,15672336,15672476,LOC_Os08g25734
Chr8,+,15703911,3UTR,15703583,15704260,LOC_Os08g25799
Chr8,+,15710827,5UTR,15710781,15710935,LOC_Os08g25820
Chr8,+,15712154,intron,15711728,15712395,LOC_Os08g25820
Chr8,+,15716361,3UTR,15716119,15716826,LOC_Os08g25820
Chr8,+,15716527,3UTR,15716119,15716826,LOC_Os08g25820
Chr8,+,15719280,3UTR,15719018,15719665,LOC_Os08g25830
Chr8,-,15743616,3UTR,15743304,15743951,LOC_Os08g25850
Chr8,-,15753046,intron,15750263,15753441,LOC_Os08g25860
Chr8,-,15768566,3UTR,15768216,15768808,LOC_Os08g25900
Chr8,-,15888247,3UTR,15887977,15888402,LOC_Os08g26120
Chr8,-,15984330,3UTR,15983866,15984571,LOC_Os08g26230
Chr8,+,16048639,intron,16048478,16049401,LOC_Os08g26310
Chr8,+,16048680,intron,16048478,16049401,LOC_Os08g26310
Chr8,+,16049248,intron,16048478,16049401,LOC_Os08g26310
Chr8,+,16049362,intron,16048478,16049401,LOC_Os08g26310
Chr8,+,16049627,3UTR,16049515,16050162,LOC_Os08g26310
Chr8,-,16064546,3UTR,16064246,16064855,LOC_Os08g26350
Chr8,-,16237725,3UTR,16237162,16238143,LOC_Os08g26700
Chr8,-,16238885,intron,16238206,16239240,LOC_Os08g26700
Chr8,+,16247642,3UTR,16247476,16248037,LOC_Os08g26710
Chr8,+,16247738,3UTR,16247476,16248037,LOC_Os08g26710
Chr8,+,16253540,3UTR,16253333,16253980,LOC_Os08g26720
Chr8,-,16307663,3UTR,16307372,16308374,LOC_Os08g26820
Chr8,-,16307818,3UTR,16307372,16308374,LOC_Os08g26820
Chr8,-,16319987,3UTR,16319637,16320202,LOC_Os08g26840
Chr8,-,16331760,3UTR,16331461,16332006,LOC_Os08g26850
Chr8,-,16331859,3UTR,16331461,16332006,LOC_Os08g26850
Chr8,-,16340045,3UTR,16340033,16340634,LOC_Os08g26870
Chr8,-,16340463,3UTR,16340033,16340634,LOC_Os08g26870
Chr8,-,16340903,intron,16340769,16341062,LOC_Os08g26870
Chr8,+,16373427,intron,16372971,16373712,LOC_Os08g26880
Chr8,+,16374277,3UTR,16374055,16374670,LOC_Os08g26880
Chr8,+,16374371,3UTR,16374055,16374670,LOC_Os08g26880
Chr8,+,16510131,3UTR,16509991,16510626,LOC_Os08g27010
Chr8,+,16510282,3UTR,16509991,16510626,LOC_Os08g27010
Chr8,+,16513244,3UTR,16512952,16513506,LOC_Os08g27020
Chr8,-,16513779,3UTR,16513426,16514016,LOC_Os08g27030
Chr8,-,16519397,3UTR,16519119,16519923,LOC_Os08g27040
Chr8,-,16519628,3UTR,16519119,16519923,LOC_Os08g27040
Chr8,-,16522921,intron,16522145,16523549,LOC_Os08g27040
Chr8,-,16525447,3UTR,16525072,16525911,LOC_Os08g27050
Chr8,-,16538475,3UTR,16538008,16538710,LOC_Os08g27070
Chr8,+,16545143,3UTR,16545096,16545743,LOC_Os08g27080
Chr8,-,16546481,3UTR,16546137,16546713,LOC_Os08g27090
Chr8,-,16547065,intron,16546876,16550285,LOC_Os08g27090
Chr8,+,16560198,CDS,16560151,16560415,LOC_Os08g27100
Chr8,+,16582333,3UTR,16582128,16582823,LOC_Os08g27140
Chr8,+,16582481,3UTR,16582128,16582823,LOC_Os08g27140
Chr8,+,16582595,3UTR,16582128,16582823,LOC_Os08g27140
Chr8,-,16582610,3UTR,16582326,16582877,LOC_Os08g27150
Chr8,+,16596296,3UTR,16596191,16596838,LOC_Os08g27170
Chr8,+,16633304,3UTR,16633265,16633912,LOC_Os08g27240
Chr8,-,16639802,CDS,16639801,16640262,LOC_Os08g27250
Chr8,+,16800724,3UTR,16800558,16801210,LOC_Os08g27540
Chr8,+,16800870,3UTR,16800558,16801210,LOC_Os08g27540
Chr8,+,16814957,3UTR,16814792,16815214,LOC_Os08g27580
Chr8,-,16836596,intron,16835621,16836733,LOC_Os08g27630
Chr8,+,16845973,intron,16845139,16846497,LOC_Os08g27640
Chr8,+,16896372,3UTR,16896162,16896730,LOC_Os08g27720
Chr8,-,16915204,intron,16914697,16916054,LOC_Os08g27759
Chr8,-,16916653,CDS,16916649,16916705,LOC_Os08g27759
Chr8,-,16918937,3UTR,16918408,16919055,LOC_Os08g27780
Chr8,-,16918989,3UTR,16918408,16919055,LOC_Os08g27780
Chr8,-,16946484,3UTR,16946185,16946903,LOC_Os08g27824
Chr8,-,16946671,3UTR,16946185,16946903,LOC_Os08g27824
Chr8,-,16964826,3UTR,16964394,16965034,LOC_Os08g27840
Chr8,+,16983309,intron,16983008,16984655,LOC_Os08g27850
Chr8,+,16984283,intron,16983008,16984655,LOC_Os08g27850
Chr8,+,16985260,3UTR,16984972,16985804,LOC_Os08g27850
Chr8,+,16991345,3UTR,16991101,16991667,LOC_Os08g27860
Chr8,-,16994253,3UTR,16993946,16994593,LOC_Os08g27870
Chr8,-,16994337,3UTR,16993946,16994593,LOC_Os08g27870
Chr8,+,17037687,intron,17037536,17038376,LOC_Os08g27970
Chr8,-,17075845,3UTR,17074531,17076221,LOC_Os08g28030
Chr8,-,17076134,3UTR,17074531,17076221,LOC_Os08g28030
Chr8,-,17076187,3UTR,17074531,17076221,LOC_Os08g28030
Chr8,-,17121746,3UTR,17121474,17122121,LOC_Os08g28080
Chr8,-,17125390,intron,17125046,17125502,LOC_Os08g28080
Chr8,+,17194023,intron,17193925,17194025,LOC_Os08g28170
Chr8,+,17195807,3UTR,17195550,17196201,LOC_Os08g28170
Chr8,+,17195902,3UTR,17195550,17196201,LOC_Os08g28170
Chr8,+,17203079,3UTR,17202155,17203384,LOC_Os08g28180
Chr8,-,17204455,3UTR,17204278,17204915,LOC_Os08g28190
Chr8,-,17204687,3UTR,17204278,17204915,LOC_Os08g28190
Chr8,+,17212158,intron,17212086,17212660,LOC_Os08g28200
Chr8,-,17214178,3UTR,17213829,17214843,LOC_Os08g28214
Chr8,-,17214289,3UTR,17213829,17214843,LOC_Os08g28214
Chr8,-,17214564,3UTR,17213829,17214843,LOC_Os08g28214
Chr8,-,17217573,intron,17217486,17217764,LOC_Os08g28214
Chr8,-,17217633,intron,17217486,17217764,LOC_Os08g28214
Chr8,+,17227950,3UTR,17227791,17228333,LOC_Os08g28230
Chr8,-,17228936,3UTR,17228519,17229166,LOC_Os08g28240
Chr8,-,17299300,intron,17298633,17299562,LOC_Os08g28350
Chr8,-,17299374,intron,17298633,17299562,LOC_Os08g28350
Chr8,-,17303576,intron,17302802,17303888,LOC_Os08g28350
Chr8,-,17321407,intron,17320980,17322015,LOC_Os08g28400
Chr8,-,17409795,intron,17408526,17410082,LOC_Os08g28510
Chr8,-,17410044,intron,17408526,17410082,LOC_Os08g28510
Chr8,-,17439627,3UTR,17439255,17439734,LOC_Os08g28560
Chr8,+,17452514,CDS,17452513,17452788,LOC_Os08g28570
Chr8,+,17455833,intron,17455626,17455938,LOC_Os08g28570
Chr8,-,17510085,3UTR,17509784,17510995,LOC_Os08g28670
Chr8,-,17510792,3UTR,17509784,17510995,LOC_Os08g28670
Chr8,-,17513158,3UTR,17512706,17513528,LOC_Os08g28680
Chr8,-,17518565,3UTR,17518066,17518984,LOC_Os08g28690
Chr8,-,17520279,3UTR,17520145,17521529,LOC_Os08g28690
Chr8,-,17538213,3UTR,17537899,17538430,LOC_Os08g28700
Chr8,-,17558108,3UTR,17557762,17558609,LOC_Os08g28710
Chr8,-,17558484,3UTR,17557762,17558609,LOC_Os08g28710
Chr8,-,17570111,3UTR,17569606,17570486,LOC_Os08g28730
Chr8,-,17580907,3UTR,17580458,17581105,LOC_Os08g28740
Chr8,-,17606021,3UTR,17605641,17606123,LOC_Os08g28784
Chr8,+,17614294,3UTR,17614199,17614673,LOC_Os08g28790
Chr8,+,17614372,3UTR,17614199,17614673,LOC_Os08g28790
Chr8,+,17631183,3UTR,17631010,17631505,LOC_Os08g28830
Chr8,+,17638084,intron,17638069,17638266,LOC_Os08g28840
Chr8,+,17638159,intron,17638069,17638266,LOC_Os08g28840
Chr8,+,17638403,3UTR,17638267,17638783,LOC_Os08g28840
Chr8,+,17646573,3UTR,17646358,17647077,LOC_Os08g28860
Chr8,+,17646744,3UTR,17646358,17647077,LOC_Os08g28860
Chr8,-,17650557,3UTR,17650254,17650843,LOC_Os08g28870
Chr8,+,17664779,intron,17664665,17664796,LOC_Os08g28880
Chr8,+,17666642,3UTR,17666522,17667169,LOC_Os08g28880
Chr8,+,17666722,3UTR,17666522,17667169,LOC_Os08g28880
Chr8,+,17674382,3UTR,17674119,17674684,LOC_Os08g28890
Chr8,+,17703788,3UTR,17703637,17704145,LOC_Os08g28940
Chr8,+,17703846,3UTR,17703637,17704145,LOC_Os08g28940
Chr8,+,17703953,3UTR,17703637,17704145,LOC_Os08g28940
Chr8,+,17724932,3UTR,17724749,17725348,LOC_Os08g28960
Chr8,+,17725046,3UTR,17724749,17725348,LOC_Os08g28960
Chr8,+,17731884,3UTR,17731801,17732586,LOC_Os08g28970
Chr8,-,17730101,3UTR,17729750,17730378,LOC_Os08g28980
Chr8,-,17730152,3UTR,17729750,17730378,LOC_Os08g28980
Chr8,-,17731776,3UTR,17731295,17732118,LOC_Os08g28980
Chr8,+,17767070,CDS,17766068,17767180,LOC_Os08g29020
Chr8,-,17814680,3UTR,17814198,17815672,LOC_Os08g29100
Chr8,-,17815399,3UTR,17814198,17815672,LOC_Os08g29100
Chr8,-,17818456,3UTR,17818134,17818653,LOC_Os08g29110
Chr8,-,17822379,3UTR,17822067,17823652,LOC_Os08g29124
Chr8,-,17822516,3UTR,17822067,17823652,LOC_Os08g29124
Chr8,-,17827725,intron,17823917,17827882,LOC_Os08g29124
Chr8,-,17836671,intron,17835983,17836762,LOC_Os08g29124
Chr8,+,17844800,intron,17844615,17845097,LOC_Os08g29150
Chr8,+,17850549,3UTR,17850315,17851216,LOC_Os08g29150
Chr8,+,17850634,3UTR,17850315,17851216,LOC_Os08g29150
Chr8,+,17850844,3UTR,17850315,17851216,LOC_Os08g29150
Chr8,+,17851043,3UTR,17850315,17851216,LOC_Os08g29150
Chr8,+,17855907,3UTR,17855638,17858025,LOC_Os08g29160
Chr8,+,17857648,3UTR,17855638,17858025,LOC_Os08g29160
Chr8,+,17857757,3UTR,17855638,17858025,LOC_Os08g29160
Chr8,-,17855713,3UTR,17855214,17855979,LOC_Os08g29170
Chr8,+,17906421,3UTR,17906163,17907071,LOC_Os08g29200
Chr8,+,17906551,3UTR,17906163,17907071,LOC_Os08g29200
Chr8,+,17906661,3UTR,17906163,17907071,LOC_Os08g29200
Chr8,+,18023862,3UTR,18023700,18024298,LOC_Os08g29370
Chr8,+,18023998,3UTR,18023700,18024298,LOC_Os08g29370
Chr8,+,18029654,CDS,18028624,18029892,LOC_Os08g29400
Chr8,+,18029998,3UTR,18029893,18031685,LOC_Os08g29400
Chr8,+,18030167,3UTR,18029893,18031685,LOC_Os08g29400
Chr8,+,18091786,3UTR,18091635,18092307,LOC_Os08g29500
Chr8,+,18091957,3UTR,18091635,18092307,LOC_Os08g29500
Chr8,+,18102911,3UTR,18102577,18103213,LOC_Os08g29520
Chr8,-,18103293,3UTR,18102961,18103676,LOC_Os08g29530
Chr8,-,18108092,intron,18106661,18108155,LOC_Os08g29530
Chr8,-,18128537,3UTR,18128234,18128801,LOC_Os08g29570
Chr8,-,18142627,intron,18142394,18142902,LOC_Os08g29580
Chr8,+,18160994,3UTR,18160726,18161281,LOC_Os08g29590
Chr8,-,18161066,3UTR,18160758,18161265,LOC_Os08g29600
Chr8,+,18165978,intron,18165757,18166785,LOC_Os08g29610
Chr8,+,18172116,3UTR,18171869,18172539,LOC_Os08g29615
Chr8,+,18194200,intron,18192462,18194323,LOC_Os08g29650
Chr8,+,18195706,3UTR,18195439,18196042,LOC_Os08g29650
Chr8,+,18195801,3UTR,18195439,18196042,LOC_Os08g29650
Chr8,+,18221543,3UTR,18221233,18222708,LOC_Os08g29660
Chr8,-,18221801,3UTR,18220344,18222057,LOC_Os08g29669
Chr8,+,18249439,3UTR,18249046,18249826,LOC_Os08g29710
Chr8,+,18252537,intron,18252459,18252549,LOC_Os08g29720
Chr8,+,18252872,intron,18252625,18253743,LOC_Os08g29720
Chr8,+,18257382,3UTR,18257106,18257865,LOC_Os08g29720
Chr8,+,18257494,3UTR,18257106,18257865,LOC_Os08g29720
Chr8,+,18269355,3UTR,18269227,18269854,LOC_Os08g29730
Chr8,+,18269443,3UTR,18269227,18269854,LOC_Os08g29730
Chr8,+,18299131,3UTR,18298914,18300030,LOC_Os08g29760
Chr8,+,18299319,3UTR,18298914,18300030,LOC_Os08g29760
Chr8,+,18299393,3UTR,18298914,18300030,LOC_Os08g29760
Chr8,+,18299594,3UTR,18298914,18300030,LOC_Os08g29760
Chr8,+,18309368,3UTR,18309196,18310257,LOC_Os08g29770
Chr8,-,18309413,3UTR,18308526,18309634,LOC_Os08g29780
Chr8,-,18309457,3UTR,18308526,18309634,LOC_Os08g29780
Chr8,-,18309540,3UTR,18308526,18309634,LOC_Os08g29780
Chr8,-,18309629,3UTR,18308526,18309634,LOC_Os08g29780
Chr8,-,18319139,3UTR,18318789,18319383,LOC_Os08g29809
Chr8,-,18328744,intron,18322631,18329007,LOC_Os08g29809
Chr8,+,18359038,3UTR,18358619,18359337,LOC_Os08g29854
Chr8,-,18449631,3UTR,18449312,18449919,LOC_Os08g30014
Chr8,-,18449684,3UTR,18449312,18449919,LOC_Os08g30014
Chr8,-,18449832,3UTR,18449312,18449919,LOC_Os08g30014
Chr8,+,18458025,3UTR,18457718,18458474,LOC_Os08g30020
Chr8,+,18479912,CDS,18479512,18480021,LOC_Os08g30060
Chr8,+,18480657,3UTR,18480467,18481152,LOC_Os08g30060
Chr8,+,18480735,3UTR,18480467,18481152,LOC_Os08g30060
Chr8,-,18480939,3UTR,18480639,18482436,LOC_Os08g30070
Chr8,-,18484943,intron,18484737,18486098,LOC_Os08g30070
Chr8,-,18491787,3UTR,18491423,18492001,LOC_Os08g30080
Chr8,+,18500766,3UTR,18500574,18500963,LOC_Os08g30095
Chr8,-,18508781,3UTR,18508357,18509004,LOC_Os08g30100
Chr8,-,18508854,3UTR,18508357,18509004,LOC_Os08g30100
Chr8,-,18542194,3UTR,18541833,18542459,LOC_Os08g30150
Chr8,-,18568933,3UTR,18568671,18569152,LOC_Os08g30210
Chr8,+,18678505,3UTR,18678169,18678775,LOC_Os08g30340
Chr8,-,18685879,3UTR,18685602,18685995,LOC_Os08g30370
Chr8,+,18760300,3UTR,18760137,18760701,LOC_Os08g30480
Chr8,+,18768173,3UTR,18767709,18768360,LOC_Os08g30490
Chr8,-,18768559,3UTR,18768129,18768776,LOC_Os08g30500
Chr8,-,18770145,3UTR,18770091,18770738,LOC_Os08g30510
Chr8,-,18770357,3UTR,18770091,18770738,LOC_Os08g30510
Chr8,+,18778677,3UTR,18778593,18779081,LOC_Os08g30520
Chr8,+,18802565,intron,18802532,18803547,LOC_Os08g30550
Chr8,+,18802763,intron,18802532,18803547,LOC_Os08g30550
Chr8,+,18821992,3UTR,18821819,18822263,LOC_Os08g30554
Chr8,+,18822048,3UTR,18821819,18822263,LOC_Os08g30554
Chr8,-,18849589,3UTR,18849132,18849779,LOC_Os08g30590
Chr8,-,18849683,3UTR,18849132,18849779,LOC_Os08g30590
Chr8,-,18876503,3UTR,18876100,18877482,LOC_Os08g30634
Chr8,-,18883151,intron,18878497,18885530,LOC_Os08g30634
Chr8,-,18889183,intron,18886396,18889282,LOC_Os08g30634
Chr8,-,18889270,intron,18886396,18889282,LOC_Os08g30634
Chr8,-,18938712,intron,18938678,18938753,LOC_Os08g30710
Chr8,-,18950430,3UTR,18950064,18950737,LOC_Os08g30719
Chr8,+,18959593,intron,18959331,18960495,LOC_Os08g30730
Chr8,+,18960942,3UTR,18960552,18961396,LOC_Os08g30730
Chr8,+,18961118,3UTR,18960552,18961396,LOC_Os08g30730
Chr8,-,18960303,3UTR,18959824,18960448,LOC_Os08g30740
Chr8,+,18998611,3UTR,18998426,18999258,LOC_Os08g30770
Chr8,+,18998757,3UTR,18998426,18999258,LOC_Os08g30770
Chr8,+,18998876,3UTR,18998426,18999258,LOC_Os08g30770
Chr8,+,19007872,3UTR,19007608,19008255,LOC_Os08g30780
Chr8,+,19015894,3UTR,19015608,19016300,LOC_Os08g30790
Chr8,-,19017248,3UTR,19016947,19017585,LOC_Os08g30800
Chr8,-,19017460,3UTR,19016947,19017585,LOC_Os08g30800
Chr8,-,19017812,CDS,19017586,19017897,LOC_Os08g30800
Chr8,+,19031553,3UTR,19031324,19032156,LOC_Os08g30810
Chr8,-,19031552,3UTR,19030835,19031824,LOC_Os08g30820
Chr8,+,19034603,intron,19034522,19034626,LOC_Os08g30830
Chr8,+,19034893,intron,19034744,19035135,LOC_Os08g30830
Chr8,+,19046566,intron,19046478,19046615,LOC_Os08g30850
Chr8,+,19046849,3UTR,19046616,19047359,LOC_Os08g30850
Chr8,+,19047031,3UTR,19046616,19047359,LOC_Os08g30850
Chr8,+,19053936,3UTR,19053847,19054494,LOC_Os08g30870
Chr8,+,19054383,3UTR,19053847,19054494,LOC_Os08g30870
Chr8,+,19076230,3UTR,19076008,19076679,LOC_Os08g30900
Chr8,+,19089729,3UTR,19089498,19090145,LOC_Os08g30910
Chr8,+,19098529,3UTR,19098404,19099240,LOC_Os08g30930
Chr8,+,19098702,3UTR,19098404,19099240,LOC_Os08g30930
Chr8,+,19098856,3UTR,19098404,19099240,LOC_Os08g30930
Chr8,+,19125385,intron,19125067,19125925,LOC_Os08g30980
Chr8,+,19125780,intron,19125067,19125925,LOC_Os08g30980
Chr8,+,19126966,intron,19126875,19127619,LOC_Os08g30980
Chr8,+,19127265,intron,19126875,19127619,LOC_Os08g30980
Chr8,+,19127767,3UTR,19127728,19128375,LOC_Os08g30980
Chr8,+,19142565,3UTR,19142506,19142993,LOC_Os08g31000
Chr8,+,19142690,3UTR,19142506,19142993,LOC_Os08g31000
Chr8,-,19157204,3UTR,19156879,19157414,LOC_Os08g31030
Chr8,+,19166729,3UTR,19165895,19167027,LOC_Os08g31040
Chr8,-,19173370,3UTR,19172876,19173523,LOC_Os08g31060
Chr8,+,19192337,3UTR,19192161,19192699,LOC_Os08g31080
Chr8,+,19207763,3UTR,19207568,19208221,LOC_Os08g31090
Chr8,+,19208087,3UTR,19207568,19208221,LOC_Os08g31090
Chr8,+,19217589,3UTR,19217494,19218109,LOC_Os08g31110
Chr8,+,19217659,3UTR,19217494,19218109,LOC_Os08g31110
Chr8,+,19217779,3UTR,19217494,19218109,LOC_Os08g31110
Chr8,+,19221417,intron,19221083,19224003,LOC_Os08g31120
Chr8,+,19224178,intron,19224097,19224252,LOC_Os08g31120
Chr8,+,19224535,3UTR,19224253,19224834,LOC_Os08g31120
Chr8,-,19222063,3UTR,19221764,19222257,LOC_Os08g31130
Chr8,-,19222144,3UTR,19221764,19222257,LOC_Os08g31130
Chr8,+,19245744,3UTR,19245488,19246060,LOC_Os08g31140
Chr8,+,19318230,3UTR,19318088,19318531,LOC_Os08g31240
Chr8,+,19326187,3UTR,19326020,19326503,LOC_Os08g31250
Chr8,-,19340188,3UTR,19339824,19340471,LOC_Os08g31280
Chr8,-,19340385,3UTR,19339824,19340471,LOC_Os08g31280
Chr8,+,19386596,3UTR,19386231,19387437,LOC_Os08g31340
Chr8,+,19387061,3UTR,19386231,19387437,LOC_Os08g31340
Chr8,+,19432687,3UTR,19432442,19433008,LOC_Os08g31410
Chr8,+,19432939,3UTR,19432442,19433008,LOC_Os08g31410
Chr8,+,19447370,3UTR,19447303,19447950,LOC_Os08g31440
Chr8,+,19460400,3UTR,19460065,19460742,LOC_Os08g31460
Chr8,+,19469097,3UTR,19468877,19469647,LOC_Os08g31470
Chr8,-,19490460,3UTR,19489770,19490725,LOC_Os08g31510
Chr8,-,19491631,5UTR,19491415,19491642,LOC_Os08g31510
Chr8,+,19522222,5UTR,19522096,19522283,LOC_Os08g31560
Chr8,+,19528187,3UTR,19528171,19529079,LOC_Os08g31560
Chr8,+,19528459,3UTR,19528171,19529079,LOC_Os08g31560
Chr8,+,19528764,3UTR,19528171,19529079,LOC_Os08g31560
Chr8,-,19531878,3UTR,19531708,19532363,LOC_Os08g31569
Chr8,-,19532007,3UTR,19531708,19532363,LOC_Os08g31569
Chr8,-,19532126,3UTR,19531708,19532363,LOC_Os08g31569
Chr8,-,19532245,3UTR,19531708,19532363,LOC_Os08g31569
Chr8,+,19547661,5UTR,19547321,19547824,LOC_Os08g31580
Chr8,+,19548979,3UTR,19548668,19549326,LOC_Os08g31580
Chr8,+,19582142,3UTR,19581936,19583672,LOC_Os08g31630
Chr8,+,19582284,3UTR,19581936,19583672,LOC_Os08g31630
Chr8,+,19582454,3UTR,19581936,19583672,LOC_Os08g31630
Chr8,+,19612050,3UTR,19611921,19612483,LOC_Os08g31660
Chr8,+,19612120,3UTR,19611921,19612483,LOC_Os08g31660
Chr8,+,19635616,3UTR,19635253,19635914,LOC_Os08g31670
Chr8,-,19643954,3UTR,19643635,19644208,LOC_Os08g31690
Chr8,+,19650007,3UTR,19649748,19650395,LOC_Os08g31700
Chr8,+,19663645,3UTR,19663098,19663745,LOC_Os08g31730
Chr8,-,19672752,3UTR,19672432,19673042,LOC_Os08g31750
Chr8,-,19672807,3UTR,19672432,19673042,LOC_Os08g31750
Chr8,+,19685206,3UTR,19684823,19685560,LOC_Os08g31760
Chr8,+,19693840,intron,19693602,19694629,LOC_Os08g31769
Chr8,+,19698137,3UTR,19697913,19698403,LOC_Os08g31769
Chr8,-,19701467,3UTR,19701131,19701778,LOC_Os08g31780
Chr8,-,19701619,3UTR,19701131,19701778,LOC_Os08g31780
Chr8,-,19701693,3UTR,19701131,19701778,LOC_Os08g31780
Chr8,-,19715384,3UTR,19715208,19715719,LOC_Os08g31800
Chr8,-,19715542,3UTR,19715208,19715719,LOC_Os08g31800
Chr8,-,19715627,3UTR,19715208,19715719,LOC_Os08g31800
Chr8,-,19721129,3UTR,19720907,19721271,LOC_Os08g31810
Chr8,-,19721427,3UTR,19721302,19721588,LOC_Os08g31810
Chr8,-,19722742,intron,19722671,19722743,LOC_Os08g31810
Chr8,+,19730950,intron,19730684,19731616,LOC_Os08g31814
Chr8,+,19732906,3UTR,19732603,19733250,LOC_Os08g31814
Chr8,+,19733150,3UTR,19732603,19733250,LOC_Os08g31814
Chr8,-,19735720,3UTR,19735419,19735864,LOC_Os08g31830
Chr8,-,19739665,3UTR,19739331,19739919,LOC_Os08g31840
Chr8,-,19739848,3UTR,19739331,19739919,LOC_Os08g31840
Chr8,+,19746769,3UTR,19746712,19747377,LOC_Os08g31850
Chr8,+,19747054,3UTR,19746712,19747377,LOC_Os08g31850
Chr8,-,19747500,3UTR,19747116,19747676,LOC_Os08g31860
Chr8,-,19775090,3UTR,19774916,19775405,LOC_Os08g31910
Chr8,-,19775348,3UTR,19774916,19775405,LOC_Os08g31910
Chr8,-,19787270,3UTR,19786912,19787276,LOC_Os08g31920
Chr8,+,19801114,3UTR,19800872,19801462,LOC_Os08g31930
Chr8,+,19804639,5UTR,19804132,19804886,LOC_Os08g31940
Chr8,+,19808461,3UTR,19808332,19809104,LOC_Os08g31940
